t, voltage, pos, vel, accel, homing
4.850000, -0.028886, 1.288858, -1.718116, -0.835381, 0 
4.860000, -0.027176, 1.271761, -1.725912, -0.779623, 0 
4.870000, -0.025458, 1.254580, -1.733149, -0.723626, 0 
4.880000, -0.023732, 1.237321, -1.739823, -0.667410, 0 
4.890000, -0.021999, 1.219989, -1.745933, -0.610992, 0 
4.900000, -0.020259, 1.202591, -1.751477, -0.554391, 0 
4.910000, -0.018513, 1.185132, -1.756453, -0.497625, 0 
4.920000, -0.016762, 1.167617, -1.760860, -0.440713, 0 
4.930000, -0.015005, 1.150052, -1.764697, -0.383672, 0 
4.940000, -0.013244, 1.132444, -1.767962, -0.326522, 0 
4.950000, -0.011480, 1.114797, -1.770655, -0.269280, 0 
4.960000, -0.009712, 1.097117, -1.772774, -0.211966, 0 
4.970000, -0.007941, 1.079411, -1.774320, -0.154598, 0 
4.980000, -0.006168, 1.061683, -1.775292, -0.097195, 0 
4.990000, -0.004394, 1.043940, -1.775690, -0.039774, 0 
5.000000, -0.002619, 1.026187, -1.775514, 0.017644, 0 
